order_status,country,customer_type,year_month,net_revenue
Cancelled,China,Repeat,2023-03-01,0.0
Cancelled,Brasil,Repeat,,0.0
Cancelled,France,Repeat,2022-11-01,0.0
Cancelled,Japan,One-Time,2022-08-01,0.0
Complete,United States,One-Time,2020-09-01,4.15
Complete,United States,Repeat,2020-07-01,4.15
Complete,Australia,One-Time,2022-11-01,4.15
Processing,Australia,Repeat,2023-09-01,4.15
Processing,United States,Repeat,2023-03-01,4.15
Processing,United States,Repeat,2021-08-01,4.15
Processing,China,Repeat,2021-11-01,4.15
Processing,France,One-Time,,4.15
Shipped,Brasil,Repeat,2022-05-01,4.15
Shipped,United States,Repeat,2023-07-01,4.15
Shipped,China,Repeat,2023-12-01,4.15
Cancelled,China,One-Time,2022-12-01,0.0
Complete,Brasil,One-Time,2023-05-01,4.21
Complete,Spain,Repeat,2023-08-01,4.21
Complete,Spain,Repeat,2022-08-01,4.21
Complete,United States,Repeat,2023-02-01,4.21
Processing,Germany,One-Time,2023-03-01,4.21
Shipped,United Kingdom,Repeat,2024-01-01,4.21
Shipped,United States,Repeat,2022-06-01,4.21
Shipped,United States,One-Time,2024-01-01,4.21
Cancelled,China,Repeat,2022-06-01,0.0
Cancelled,France,One-Time,2023-12-01,0.0
Complete,China,Repeat,2023-12-01,4.27
Processing,China,Repeat,2022-11-01,4.27
Shipped,China,One-Time,2020-05-01,4.27
Shipped,United States,One-Time,2019-08-01,4.27
Processing,United States,Repeat,2023-08-01,4.33
Processing,Brasil,Repeat,2022-07-01,4.33
Processing,Germany,Repeat,2023-02-01,4.33
Returned,United States,One-Time,2021-10-01,0.0
Shipped,Brasil,One-Time,2022-01-01,4.33
Shipped,United Kingdom,Repeat,2020-11-01,4.33
Shipped,France,Repeat,2023-04-01,4.33
Shipped,United States,Repeat,2020-03-01,4.33
Cancelled,China,Repeat,2023-03-01,0.0
Complete,Brasil,Repeat,2020-02-01,4.38
Complete,United States,Repeat,2021-08-01,4.38
Complete,United Kingdom,Repeat,2022-10-01,4.38
Processing,France,Repeat,2023-11-01,4.38
Processing,China,Repeat,2023-11-01,4.38
Processing,Brasil,One-Time,2020-06-01,4.38
Returned,Brasil,Repeat,2023-05-01,0.0
Shipped,China,One-Time,2023-03-01,4.38
Shipped,Brasil,Repeat,2021-05-01,4.38
Shipped,United Kingdom,One-Time,2022-02-01,4.38
Cancelled,Brasil,Repeat,2022-08-01,0.0
Complete,China,Repeat,2024-01-01,4.49
Processing,Germany,Repeat,2020-09-01,4.49
Processing,Brasil,One-Time,2023-08-01,4.49
Processing,Brasil,Repeat,2023-12-01,4.49
Returned,China,Repeat,2023-07-01,0.0
Shipped,Brasil,Repeat,2022-09-01,4.49
Cancelled,Brasil,One-Time,2020-06-01,0.0
Cancelled,United States,One-Time,2021-05-01,0.0
Complete,Brasil,One-Time,2023-10-01,4.5
Complete,China,One-Time,2023-10-01,4.5
Complete,United Kingdom,One-Time,2020-12-01,4.5
Processing,United States,Repeat,2021-09-01,4.5
Processing,China,One-Time,2021-08-01,4.5
Processing,United States,One-Time,2023-12-01,4.5
Processing,South Korea,One-Time,2023-12-01,4.5
Processing,Brasil,One-Time,2023-08-01,4.5
Processing,Brasil,One-Time,2021-11-01,4.5
Processing,United States,One-Time,2023-12-01,4.5
Processing,China,One-Time,2023-11-01,4.5
Processing,China,One-Time,2020-05-01,4.5
Processing,China,Repeat,2023-04-01,4.5
Returned,Brasil,One-Time,2019-01-01,0.0
Shipped,South Korea,One-Time,2023-11-01,4.5
Shipped,Australia,One-Time,2022-08-01,4.5
Shipped,China,Repeat,,4.5
Shipped,China,One-Time,2023-12-01,4.5
Shipped,United States,One-Time,2023-09-01,4.5
Shipped,Brasil,Repeat,2023-12-01,4.5
Shipped,China,Repeat,2020-11-01,4.5
Shipped,United States,Repeat,2022-10-01,4.5
Complete,United States,Repeat,2023-09-01,4.58
Complete,South Korea,One-Time,2023-04-01,4.58
Processing,Brasil,Repeat,2020-02-01,4.58
Returned,China,One-Time,2022-05-01,0.0
Returned,France,One-Time,2023-04-01,0.0
Returned,China,Repeat,2023-11-01,0.0
Shipped,Germany,Repeat,2023-08-01,4.58
Shipped,United States,One-Time,2022-11-01,4.58
Shipped,France,One-Time,2023-10-01,4.58
Cancelled,China,Repeat,2023-08-01,0.0
Complete,China,One-Time,2023-10-01,4.63
Complete,China,Repeat,2023-09-01,4.63
Complete,China,Repeat,2022-03-01,4.63
Processing,United States,Repeat,2023-07-01,4.63
Returned,Spain,One-Time,2021-12-01,0.0
Complete,United States,Repeat,2022-04-01,4.68
Complete,Belgium,Repeat,2023-04-01,4.68
Returned,China,Repeat,2023-02-01,0.0
Shipped,China,Repeat,2020-01-01,4.68
Cancelled,Japan,One-Time,2023-10-01,0.0
Cancelled,China,Repeat,2023-02-01,0.0
Complete,Spain,One-Time,2023-11-01,4.73
Complete,China,Repeat,2023-05-01,4.73
Complete,United Kingdom,Repeat,2023-07-01,4.73
Complete,Brasil,One-Time,2022-11-01,4.73
Processing,United States,Repeat,2023-06-01,4.73
Processing,South Korea,Repeat,2021-06-01,4.73
Returned,Germany,Repeat,2023-06-01,0.0
Shipped,Japan,Repeat,2023-05-01,4.73
Shipped,United States,Repeat,2022-11-01,4.73
Shipped,China,One-Time,2023-12-01,4.73
Shipped,China,One-Time,2022-10-01,4.73
Complete,Brasil,Repeat,2023-03-01,4.74
Complete,United States,One-Time,2021-04-01,4.74
Complete,Japan,One-Time,2021-05-01,4.74
Processing,United States,One-Time,2022-12-01,4.74
Processing,China,Repeat,2024-01-01,4.74
Returned,China,Repeat,2022-10-01,0.0
Returned,Australia,Repeat,2023-08-01,0.0
Returned,China,One-Time,2023-06-01,0.0
Shipped,Brasil,One-Time,2023-11-01,4.74
Shipped,United States,Repeat,2022-04-01,4.74
Shipped,South Korea,Repeat,2020-02-01,4.74
Cancelled,United Kingdom,Repeat,2023-03-01,0.0
Complete,Brasil,One-Time,2023-12-01,4.84
Complete,China,Repeat,2023-11-01,4.84
Complete,United Kingdom,Repeat,2022-10-01,4.84
Complete,China,Repeat,2023-10-01,4.84
Processing,Japan,One-Time,2021-04-01,4.84
Shipped,United States,Repeat,2023-02-01,4.84
Shipped,United States,Repeat,2023-12-01,4.84
Cancelled,China,One-Time,2023-12-01,0.0
Cancelled,Brasil,Repeat,2023-11-01,0.0
Complete,Japan,One-Time,2019-11-01,4.85
Processing,China,Repeat,2023-09-01,4.85
Processing,China,Repeat,2023-07-01,4.85
Shipped,France,Repeat,2023-02-01,4.85
Shipped,Brasil,Repeat,2022-03-01,4.85
Cancelled,China,One-Time,2023-05-01,0.0
Cancelled,United States,One-Time,2023-10-01,0.0
Complete,United States,Repeat,2023-09-01,4.88
Complete,United Kingdom,One-Time,2021-08-01,4.88
Complete,Brasil,One-Time,2020-02-01,4.88
Complete,Brasil,One-Time,2023-12-01,4.88
Complete,United States,Repeat,2021-05-01,4.88
Complete,China,Repeat,2021-10-01,4.88
Processing,United States,Repeat,2023-08-01,4.88
Processing,China,One-Time,2021-01-01,4.88
Processing,China,Repeat,2023-10-01,4.88
Processing,Spain,Repeat,2023-10-01,4.88
Processing,United States,One-Time,2023-05-01,4.88
Processing,China,One-Time,2023-05-01,4.88
Returned,Brasil,One-Time,2024-01-01,0.0
Shipped,United States,One-Time,2022-10-01,4.88
Shipped,China,Repeat,2020-07-01,4.88
Shipped,United States,Repeat,,4.88
Shipped,Brasil,Repeat,2023-09-01,4.88
Shipped,China,Repeat,2022-09-01,4.88
Shipped,China,One-Time,2020-03-01,4.88
Shipped,China,Repeat,2024-01-01,4.88
Cancelled,United Kingdom,Repeat,2022-12-01,0.0
Cancelled,Spain,Repeat,2020-02-01,0.0
Complete,South Korea,One-Time,2023-10-01,4.89
Complete,China,Repeat,2023-10-01,4.89
Complete,China,Repeat,2023-12-01,4.89
Processing,United States,One-Time,2022-10-01,4.89
Processing,China,Repeat,2023-03-01,4.89
Processing,United States,Repeat,2022-10-01,4.89
Shipped,France,Repeat,2023-09-01,4.89
Shipped,United States,Repeat,2023-07-01,4.89
Shipped,Japan,Repeat,2023-10-01,4.89
Shipped,Germany,Repeat,2022-08-01,4.89
Cancelled,United States,One-Time,2023-01-01,0.0
Cancelled,China,Repeat,2022-11-01,0.0
Cancelled,Germany,Repeat,2021-01-01,0.0
Cancelled,China,One-Time,2024-01-01,0.0
Cancelled,South Korea,One-Time,2023-06-01,0.0
Cancelled,United States,One-Time,2023-06-01,0.0
Cancelled,Brasil,Repeat,2023-10-01,0.0
Cancelled,United States,Repeat,2023-12-01,0.0
Cancelled,United States,Repeat,2023-04-01,0.0
Cancelled,South Korea,Repeat,2022-07-01,0.0
Cancelled,China,Repeat,2023-11-01,0.0
Cancelled,Germany,Repeat,2022-01-01,0.0
Cancelled,Brasil,Repeat,2023-06-01,0.0
Complete,China,Repeat,2021-01-01,4.95
Complete,Australia,Repeat,2023-08-01,4.95
Complete,South Korea,Repeat,2022-06-01,4.95
Complete,Spain,Repeat,2023-08-01,4.95
Complete,Brasil,One-Time,2022-05-01,4.95
Complete,South Korea,One-Time,2022-11-01,4.95
Complete,China,Repeat,2023-07-01,4.95
Complete,Japan,One-Time,2023-10-01,4.95
Complete,China,Repeat,2021-08-01,4.95
Complete,China,Repeat,2021-09-01,4.95
Complete,China,One-Time,2023-05-01,4.95
Complete,Brasil,One-Time,2023-12-01,4.95
Complete,Spain,One-Time,2022-11-01,4.95
Complete,United States,One-Time,2023-10-01,4.95
Complete,China,Repeat,2023-11-01,4.95
Complete,China,One-Time,2023-11-01,4.95
Complete,France,One-Time,2022-04-01,4.95
Complete,China,One-Time,2020-11-01,4.95
Complete,China,Repeat,2023-11-01,4.95
Complete,Japan,Repeat,2023-06-01,4.95
Complete,China,Repeat,2023-05-01,4.95
Complete,France,Repeat,2023-08-01,4.95
Complete,Germany,One-Time,2022-08-01,4.95
Complete,China,One-Time,2022-05-01,4.95
Processing,China,One-Time,2023-12-01,4.95
Processing,China,One-Time,2023-10-01,4.95
Processing,Spain,One-Time,2023-10-01,4.95
Processing,Australia,Repeat,2021-09-01,4.95
Processing,South Korea,Repeat,2023-09-01,4.95
Processing,United States,One-Time,2023-07-01,4.95
Processing,United States,One-Time,2020-04-01,4.95
Processing,China,Repeat,2023-07-01,4.95
Processing,China,Repeat,2021-01-01,4.95
Processing,China,One-Time,2021-11-01,4.95
Returned,Spain,One-Time,2023-11-01,0.0
Returned,China,Repeat,2023-09-01,0.0
Returned,South Korea,Repeat,2020-08-01,0.0
Returned,China,Repeat,2024-01-01,0.0
Returned,United States,One-Time,,0.0
Returned,Germany,Repeat,2023-09-01,0.0
Returned,China,Repeat,2023-02-01,0.0
Returned,Australia,Repeat,2022-01-01,0.0
Shipped,South Korea,Repeat,2023-07-01,4.95
Shipped,Brasil,Repeat,2021-03-01,4.95
Shipped,Brasil,Repeat,2022-04-01,4.95
Shipped,France,Repeat,2024-01-01,4.95
Shipped,United States,Repeat,2022-08-01,4.95
Shipped,Brasil,Repeat,2021-07-01,4.95
Shipped,United States,One-Time,2019-09-01,4.95
Shipped,China,Repeat,2023-05-01,4.95
Shipped,Germany,Repeat,2022-11-01,4.95
Shipped,China,Repeat,2023-03-01,4.95
Shipped,Germany,Repeat,2022-11-01,4.95
Cancelled,United States,One-Time,2023-03-01,0.0
Cancelled,Brasil,Repeat,2023-11-01,0.0
Complete,China,One-Time,2023-06-01,4.97
Complete,Brasil,Repeat,2022-08-01,4.97
Complete,China,Repeat,2019-07-01,4.97
Processing,United States,Repeat,2022-07-01,4.97
Processing,Brasil,Repeat,2023-12-01,4.97
Shipped,China,Repeat,2023-11-01,4.97
Shipped,United Kingdom,Repeat,2023-07-01,4.97
Cancelled,China,One-Time,2023-11-01,0.0
Cancelled,China,Repeat,2023-10-01,0.0
Cancelled,China,Repeat,2021-10-01,0.0
Cancelled,Brasil,One-Time,2021-07-01,0.0
Cancelled,Brasil,One-Time,2023-08-01,0.0
Cancelled,United States,One-Time,2023-05-01,0.0
Cancelled,United Kingdom,Repeat,2023-05-01,0.0
Cancelled,China,One-Time,2020-09-01,0.0
Cancelled,France,One-Time,2023-12-01,0.0
Cancelled,Brasil,Repeat,2020-02-01,0.0
Cancelled,South Korea,One-Time,2023-09-01,0.0
Cancelled,Brasil,One-Time,2023-11-01,0.0
Complete,Brasil,Repeat,2021-04-01,4.99
Complete,United States,One-Time,2023-11-01,4.99
Complete,Spain,One-Time,2023-07-01,4.99
Complete,China,Repeat,2023-11-01,4.99
Complete,Brasil,One-Time,2021-02-01,4.99
Complete,France,One-Time,2023-11-01,4.99
Complete,United Kingdom,Repeat,2022-03-01,4.99
Complete,United States,Repeat,2023-03-01,4.99
Complete,Brasil,Repeat,2022-04-01,4.99
Complete,Brasil,Repeat,2023-12-01,4.99
Complete,Germany,One-Time,2023-06-01,4.99
Complete,Brasil,Repeat,2023-10-01,4.99
Complete,United Kingdom,One-Time,2023-11-01,4.99
Complete,Germany,One-Time,2023-06-01,4.99
Complete,United States,One-Time,2022-11-01,4.99
Complete,China,Repeat,2023-02-01,4.99
Complete,Brasil,Repeat,2023-08-01,4.99
Complete,Germany,Repeat,2023-09-01,4.99
Complete,China,One-Time,2023-10-01,4.99
Complete,China,Repeat,2024-01-01,4.99
Complete,Brasil,One-Time,2020-04-01,4.99
Complete,United States,Repeat,2020-04-01,4.99
Complete,United States,One-Time,2022-08-01,4.99
Complete,Germany,One-Time,2022-03-01,4.99
Complete,United States,One-Time,2023-02-01,4.99
Complete,Japan,Repeat,2023-10-01,4.99
Processing,Germany,One-Time,2023-09-01,4.99
Processing,United Kingdom,One-Time,2020-02-01,4.99
Processing,China,Repeat,2023-12-01,4.99
Processing,Brasil,Repeat,2023-09-01,4.99
Processing,Brasil,One-Time,2023-08-01,4.99
Processing,China,Repeat,2023-09-01,4.99
Processing,Japan,Repeat,2023-09-01,4.99
Processing,China,Repeat,2024-01-01,4.99
Processing,China,Repeat,2022-09-01,4.99
Processing,China,Repeat,2024-01-01,4.99
Processing,China,One-Time,2021-08-01,4.99
Processing,China,Repeat,2020-05-01,4.99
Processing,South Korea,Repeat,2020-08-01,4.99
Processing,China,Repeat,2023-06-01,4.99
Processing,Spain,One-Time,2021-07-01,4.99
Processing,United States,One-Time,2020-04-01,4.99
Processing,China,Repeat,2023-06-01,4.99
Processing,Brasil,Repeat,2023-12-01,4.99
Processing,United States,Repeat,2023-09-01,4.99
Processing,United States,One-Time,2023-11-01,4.99
Processing,China,Repeat,2023-07-01,4.99
Returned,China,Repeat,2023-11-01,0.0
Returned,China,Repeat,2022-03-01,0.0
Returned,China,One-Time,2023-11-01,0.0
Returned,China,One-Time,2022-08-01,0.0
Returned,China,Repeat,2024-01-01,0.0
Returned,China,Repeat,2020-09-01,0.0
Returned,China,Repeat,2022-08-01,0.0
Returned,Brasil,One-Time,2022-07-01,0.0
Returned,Brasil,One-Time,2024-01-01,0.0
Returned,China,One-Time,2021-07-01,0.0
Shipped,China,Repeat,2022-05-01,4.99
Shipped,United States,Repeat,2023-10-01,4.99
Shipped,China,One-Time,2022-07-01,4.99
Shipped,Brasil,Repeat,2020-10-01,4.99
Shipped,Germany,Repeat,2021-11-01,4.99
Shipped,France,One-Time,2023-12-01,4.99
Shipped,France,Repeat,2022-09-01,4.99
Shipped,United States,Repeat,2023-11-01,4.99
Shipped,Brasil,One-Time,2023-07-01,4.99
Shipped,Brasil,One-Time,2023-10-01,4.99
Shipped,South Korea,Repeat,2023-11-01,4.99
Shipped,Brasil,Repeat,2022-03-01,4.99
Shipped,United States,Repeat,2023-05-01,4.99
Shipped,China,Repeat,2023-09-01,4.99
Shipped,China,Repeat,2021-06-01,4.99
Shipped,China,Repeat,2023-07-01,4.99
Shipped,Spain,Repeat,2021-09-01,4.99
Shipped,Japan,One-Time,2023-05-01,4.99
Shipped,South Korea,Repeat,2022-03-01,4.99
Shipped,United States,Repeat,2020-01-01,4.99
Shipped,China,One-Time,2023-04-01,4.99
Shipped,United States,Repeat,2023-10-01,4.99
Shipped,South Korea,Repeat,2024-01-01,4.99
Shipped,China,Repeat,2022-08-01,4.99
Shipped,China,Repeat,2023-08-01,4.99
Cancelled,China,Repeat,2022-11-01,0.0
Cancelled,China,Repeat,2021-06-01,0.0
Cancelled,United States,Repeat,2023-10-01,0.0
Cancelled,China,Repeat,2023-05-01,0.0
Cancelled,China,One-Time,2024-01-01,0.0
Cancelled,Australia,Repeat,2022-01-01,0.0
Complete,Japan,One-Time,2023-12-01,5.0
Complete,China,Repeat,2023-12-01,5.0
Complete,United States,Repeat,2022-03-01,5.0
Complete,China,Repeat,2023-01-01,5.0
Complete,Germany,Repeat,2023-09-01,5.0
Complete,Brasil,Repeat,2023-05-01,5.0
Processing,United Kingdom,One-Time,2023-11-01,5.0
Processing,China,One-Time,2022-06-01,5.0
Processing,Brasil,One-Time,2022-04-01,5.0
Processing,Brasil,Repeat,2023-10-01,5.0
Processing,South Korea,One-Time,2020-04-01,5.0
Processing,Germany,One-Time,2023-09-01,5.0
Processing,China,Repeat,2024-01-01,5.0
Processing,Brasil,Repeat,2023-04-01,5.0
Returned,Germany,Repeat,2023-12-01,0.0
Returned,China,One-Time,2020-05-01,0.0
Returned,United Kingdom,Repeat,2024-01-01,0.0
Returned,Japan,Repeat,2021-03-01,0.0
Shipped,United States,One-Time,2023-06-01,5.0
Shipped,China,Repeat,2022-11-01,5.0
Shipped,South Korea,Repeat,2021-08-01,5.0
Shipped,Japan,One-Time,2021-09-01,5.0
Shipped,China,Repeat,2021-08-01,5.0
Shipped,United Kingdom,Repeat,2023-12-01,5.0
Shipped,Germany,One-Time,2022-07-01,5.0
Shipped,United Kingdom,Repeat,2023-10-01,5.0
Shipped,China,Repeat,2022-06-01,5.0
Shipped,France,Repeat,2020-11-01,5.0
Shipped,United States,Repeat,2021-06-01,5.0
Shipped,United States,One-Time,2023-05-01,5.0
Shipped,China,Repeat,2023-12-01,5.0
Shipped,Spain,One-Time,2022-12-01,5.0
Shipped,Germany,Repeat,2023-12-01,5.0
Shipped,China,Repeat,2023-01-01,5.0
Shipped,China,One-Time,2023-08-01,5.0
Cancelled,Brasil,Repeat,2023-12-01,0.0
Cancelled,China,Repeat,2020-07-01,0.0
Complete,Belgium,Repeat,2023-09-01,5.09
Complete,Belgium,Repeat,2023-04-01,5.09
Complete,China,One-Time,2023-12-01,5.09
Complete,China,Repeat,2023-07-01,5.09
Processing,China,Repeat,2021-12-01,5.09
Returned,France,Repeat,2022-12-01,0.0
Returned,Brasil,Repeat,2023-07-01,0.0
Returned,China,One-Time,2022-04-01,0.0
Complete,United States,One-Time,2021-07-01,5.16
Returned,China,Repeat,2023-12-01,0.0
Shipped,China,Repeat,2020-11-01,5.16
Shipped,China,Repeat,2023-11-01,5.16
Shipped,Germany,Repeat,2023-11-01,5.16
Shipped,China,One-Time,2020-10-01,5.16
Complete,China,One-Time,2022-12-01,5.2
Processing,United States,Repeat,2022-12-01,5.2
Processing,China,One-Time,2022-05-01,5.2
Processing,United States,Repeat,2023-03-01,5.2
Returned,China,Repeat,2021-08-01,0.0
Returned,China,One-Time,2023-03-01,0.0
Shipped,China,One-Time,2021-05-01,5.2
Shipped,United States,Repeat,2023-06-01,5.2
Shipped,China,Repeat,2023-09-01,5.2
Cancelled,China,Repeat,2020-08-01,0.0
Processing,United Kingdom,One-Time,2023-12-01,5.29
Processing,United States,Repeat,2022-06-01,5.29
Processing,South Korea,One-Time,2022-09-01,5.29
Shipped,China,One-Time,2022-12-01,5.29
Shipped,China,Repeat,2020-03-01,5.29
Shipped,China,One-Time,2023-01-01,5.29
Shipped,China,One-Time,2023-01-01,5.29
Complete,France,One-Time,2024-01-01,5.33
Processing,United Kingdom,Repeat,2022-11-01,5.33
Shipped,Brasil,Repeat,2021-01-01,5.33
Shipped,United States,One-Time,2023-05-01,5.33
Shipped,China,Repeat,2022-12-01,5.33
Processing,United States,One-Time,2023-06-01,5.37
Shipped,China,Repeat,2022-05-01,5.37
Cancelled,Germany,Repeat,2023-05-01,0.0
Complete,China,Repeat,2024-01-01,5.49
Complete,United States,One-Time,2022-03-01,5.49
Processing,China,One-Time,2023-11-01,5.49
Processing,United States,Repeat,2021-08-01,5.49
Processing,Spain,One-Time,2022-09-01,5.49
Processing,Brasil,One-Time,2021-01-01,5.49
Processing,China,Repeat,2023-12-01,5.49
Processing,United States,Repeat,2020-11-01,5.49
Returned,Japan,Repeat,2023-12-01,0.0
Returned,South Korea,Repeat,2023-10-01,0.0
Returned,France,One-Time,2024-01-01,0.0
Shipped,United States,Repeat,2021-07-01,5.49
Shipped,China,Repeat,2020-09-01,5.49
Shipped,France,Repeat,2022-12-01,5.49
Shipped,Brasil,Repeat,2023-04-01,5.49
Shipped,Brasil,One-Time,2023-09-01,5.49
Shipped,China,Repeat,2023-11-01,5.49
Cancelled,France,Repeat,2022-12-01,0.0
Processing,Brasil,One-Time,2022-11-01,5.5
Processing,Brasil,Repeat,2022-11-01,5.5
Processing,Brasil,One-Time,2023-12-01,5.5
Returned,China,Repeat,2022-10-01,0.0
Returned,United Kingdom,Repeat,2021-03-01,0.0
Shipped,United Kingdom,Repeat,2023-06-01,5.5
Shipped,China,Repeat,2023-08-01,5.5
Shipped,United States,One-Time,2022-02-01,5.5
Cancelled,United States,Repeat,2023-03-01,0.0
Complete,Brasil,Repeat,2021-01-01,5.55
Complete,France,Repeat,2023-10-01,5.55
Processing,France,One-Time,2023-12-01,5.55
Processing,China,Repeat,2022-12-01,5.55
Processing,United States,One-Time,2020-01-01,5.55
Cancelled,South Korea,Repeat,2023-01-01,0.0
Complete,United States,One-Time,2023-06-01,5.59
Complete,South Korea,Repeat,2023-06-01,5.59
Complete,United States,One-Time,2023-12-01,5.59
Processing,China,One-Time,2024-01-01,5.59
Processing,United States,Repeat,2021-11-01,5.59
Processing,China,Repeat,2022-03-01,5.59
Processing,Brasil,Repeat,2021-02-01,5.59
Shipped,Brasil,Repeat,2023-07-01,5.59
Shipped,United Kingdom,One-Time,2023-11-01,5.59
Complete,China,Repeat,2023-05-01,5.6
Shipped,United States,Repeat,2023-08-01,5.6
Complete,China,Repeat,2023-07-01,5.63
Processing,United States,Repeat,2022-12-01,5.63
Processing,United States,Repeat,2022-11-01,5.63
Processing,United States,Repeat,2023-10-01,5.63
Processing,China,Repeat,2023-08-01,5.63
Returned,Brasil,Repeat,2020-01-01,0.0
Returned,China,One-Time,2022-06-01,0.0
Shipped,South Korea,Repeat,,5.63
Shipped,United Kingdom,Repeat,2022-06-01,5.63
Shipped,China,One-Time,2021-05-01,5.63
Shipped,Brasil,One-Time,2023-05-01,5.63
Complete,Spain,One-Time,2023-12-01,5.64
Complete,China,Repeat,2023-06-01,5.64
Complete,United States,One-Time,2021-10-01,5.64
Processing,Spain,One-Time,2023-02-01,5.64
Returned,Belgium,Repeat,2023-06-01,0.0
Shipped,Australia,Repeat,2023-06-01,5.64
Shipped,Australia,Repeat,2023-11-01,5.64
Shipped,United Kingdom,Repeat,2021-06-01,5.64
Cancelled,United States,Repeat,2022-09-01,0.0
Cancelled,South Korea,Repeat,2020-07-01,0.0
Cancelled,France,Repeat,2022-06-01,0.0
Shipped,Brasil,Repeat,2023-08-01,5.69
Complete,United States,Repeat,2022-12-01,5.76
Complete,China,One-Time,2023-03-01,5.76
Complete,Brasil,One-Time,2023-10-01,5.76
Processing,China,Repeat,2022-02-01,5.76
Returned,Brasil,Repeat,2023-10-01,0.0
Shipped,United States,Repeat,2021-08-01,5.76
Complete,Japan,Repeat,2023-02-01,5.78
Returned,United States,Repeat,2023-03-01,0.0
Cancelled,Brasil,Repeat,2023-06-01,0.0
Cancelled,China,One-Time,2023-07-01,0.0
Cancelled,United States,Repeat,2022-01-01,0.0
Cancelled,China,Repeat,2021-07-01,0.0
Cancelled,Brasil,One-Time,2023-06-01,0.0
